majority,congress,session,rollcall-num,legis-num,vote-question,vote-result,vote-desc,r-y,r-no,r-p,r-nv,d-y,d-no,d-p,d-nv,ind-y,ind-n,i-p,i-nv,
R,114,1st,551,H R 3350,On Motion to Suspend the Rules and Pass,Passed,Know the CBRN Terrorism Threats to Transportation Act,237,0,0,9,179,0,0,9,0,0,0,0,
R,114,1st,552,H RES 348,On Motion to Suspend the Rules and Agree, as Amended,Passed,Supporting the right of the people of Ukraine to freely elect their government and determine their future,232,4,0,10,181,0,0,7,0,0,0,0,
R,114,1st,553,H RES 480,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 10) to reauthorize the Scholarships for Opportunity and Results Act, and for other purposes, and providing for consideration of the bill (H.R. 692) to ensure the payment of interest and principal of the debt of the United States,241,0,0,5,0,181,0,7,0,0,0,0,
R,114,1st,554,H RES 480,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 10) to reauthorize the Scholarships for Opportunity and Results Act, and for other purposes, and providing for consideration of the bill (H.R. 692) to ensure the payment of interest and principal of the debt of the United States,245,0,0,1,0,182,0,6,0,0,0,0,
R,114,1st,555,H RES 481,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 1937) to require the Secretary of the Interior and the Secretary of Agriculture to more efficiently develop domestic sources of the minerals and mineral materials of strategic and critical importance to US economic and national security and manufacturing competitiveness,243,0,0,3,0,184,0,4,0,0,0,0,
R,114,1st,556,H RES 481,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 1937) to require the Secretary of the Interior and the Secretary of Agriculture to more efficiently develop domestic sources of the minerals and mineral materials of strategic and critical importance to US economic and national security and manufacturing competitiveness,244,0,0,2,0,185,0,3,0,0,0,0,
R,114,1st,557,H R 692,On Passage,Passed,Default Prevention Act,235,9,0,2,0,185,0,3,0,0,0,0,
R,114,1st,558,H R 10,On Motion to Recommit with Instructions,Failed,Scholarships for Opportunity and Results Reauthorization Act,0,242,0,4,185,0,0,3,0,0,0,0,
R,114,1st,559,H R 10,On Passage,Passed,Scholarships for Opportunity and Results Reauthorization Act,238,8,0,0,2,183,0,3,0,0,0,0,
R,114,1st,56,JOURNAL,On Approving the Journal,Passed,None,158,81,1,5,109,67,0,12,0,0,0,0,
R,114,1st,560,H R 1937,On Agreeing to the Amendment,Failed,None,0,245,0,1,176,8,0,4,0,0,0,0,
R,114,1st,561,H R 1937,On Agreeing to the Amendment,Failed,None,1,243,0,2,180,5,0,3,0,0,0,0,
R,114,1st,562,H R 1937,On Agreeing to the Amendment,Failed,None,1,243,0,2,183,2,0,3,0,0,0,0,
R,114,1st,563,H R 1937,On Agreeing to the Amendment,Failed,None,3,241,0,2,180,5,0,3,0,0,0,0,
R,114,1st,564,H R 1937,On Motion to Recommit with Instructions,Failed,National Strategic and Critical Minerals Production Act of 2015,0,245,0,1,184,1,0,3,0,0,0,0,
R,114,1st,565,H R 1937,On Passage,Passed,National Strategic and Critical Minerals Production Act of 2015,246,0,0,0,8,177,0,3,0,0,0,0,
R,114,1st,569,H RES 450,On Motion To Discharge,Passed,Providing for the consideration of the bill (H.R. 597) to reauthorize the Export-Import Bank of the United States, and for other purposes.,62,177,0,7,184,0,0,4,0,0,0,0,
R,114,1st,57,H R 596,On Motion to Recommit with Instructions,Failed,To repeal the Patient Protection and Affordable Care Act and health care-related provisions in the Health Care and Education Reconciliation Act of 2010, and for other purposes,0,240,0,5,179,1,0,8,0,0,0,0,
R,114,1st,570,H RES 491,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 1090, Retail Investor Protection Act,242,0,0,4,0,185,0,3,0,0,0,0,
R,114,1st,571,H RES 491,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 1090, Retail Investor Protection Act,244,0,0,2,0,186,0,2,0,0,0,0,
R,114,1st,572,H RES 450,On Ordering the Previous Question,Passed,Providing for the consideration of the bill (H.R. 597) to reauthorize the Export-Import Bank of the United States, and for other purposes.,87,156,0,3,184,2,0,2,0,0,0,0,
R,114,1st,573,H RES 450,On Agreeing to the Resolution,Passed,Providing for the consideration of the bill (H.R. 597) to reauthorize the Export-Import Bank of the United States, and for other purposes.,91,152,0,3,184,2,0,2,0,0,0,0,
R,114,1st,574,H R 1090,On Agreeing to the Amendment,Failed,None,1,243,0,2,183,3,0,2,0,0,0,0,
R,114,1st,575,H R 1090,On Passage,Passed,To amend the Securities Exchange Act of 1934 to provide protections for retail customers, and for other purposes.,242,2,0,2,3,184,0,1,0,0,0,0,
R,114,1st,576,H R 597,On Passage,Passed,Reform Exports and Expand the American Economy Act,127,117,0,2,186,1,0,1,0,0,0,0,
R,114,1st,577,H RES 495,On Ordering the Previous Question,Passed,Providing for consideration of the Senate amendment to H.R. 1314, Bipartisan Budget Act of 2015,244,0,0,2,81,103,0,4,0,0,0,0,
R,114,1st,578,H RES 495,On Agreeing to the Resolution,Passed,Providing for consideration of the Senate amendment to H.R. 1314, Bipartisan Budget Act of 2015,216,29,0,1,176,8,0,4,0,0,0,0,
R,114,1st,579,H R 1314,On Motion that the House Concur in the Senate Amendment with an Amendment,Passed,To amend the Internal Revenue Code of 1986 to provide for a right to an administrative appeal relating to adverse determinations of tax-exempt status of certain organizations,79,167,0,1,187,0,0,1,0,0,0,0,
R,114,1st,58,H R 596,On Passage,Passed,To repeal the Patient Protection and Affordable Care Act and health care-related provisions in the Health Care and Education Reconciliation Act of 2010, and for other purposes,239,3,0,3,0,183,0,5,0,0,0,0,
R,114,1st,580,QUORUM,Call of the House,Passed,None,0,0,244,3,0,0,177,11,0,0,0,0,
R,114,1st,581,Election of the Speaker,Ryan (WI),None,
R,114,1st,582,H R 1853,On Motion to Suspend the Rules and Pass,Passed,To direct the President to develop a strategy to obtain observer status for Taiwan in the International Criminal Police Organization, and for other purposes.,230,0,0,15,162,0,0,26,0,0,0,0,
R,114,1st,583,H RES 507,On Ordering the Previous Question,Passed,Providing for consideration of the Senate amendments to H.R. 22, the Hire More Heroes Act of 2015; providing for proceedings during the period from November 6, 2015, through November 13, 2015; and providing for consideration of motions to suspend the rules,241,0,0,4,0,178,0,10,0,0,0,0,
R,114,1st,584,H RES 507,On Agreeing to the Resolution, as Amended,Passed,Providing for consideration of the Senate amendments to H.R. 22, the Hire More Heroes Act of 2015; providing for proceedings during the period from November 6, 2015, through November 13, 2015; and providing for consideration of motions to suspend the rules,240,0,0,5,8,171,0,9,0,0,0,0,
R,114,1st,585,H RES 354,On Motion to Suspend the Rules and Agree, as Amended,Passed,Expressing the sense of the House of Representatives regarding the safety and security of Jewish communities in Europe.,239,0,0,6,179,0,0,9,0,0,0,0,
R,114,1st,586,H R 22,On Agreeing to the Amendment,Failed,None,28,212,0,5,153,25,0,10,0,0,0,0,
R,114,1st,587,H R 22,On Agreeing to the Amendment,Failed,None,195,45,0,5,1,180,0,7,0,0,0,0,
R,114,1st,588,H R 22,On Agreeing to the Amendment,Failed,None,168,74,0,3,19,162,0,7,0,0,0,0,
R,114,1st,589,H R 22,On Agreeing to the Amendment,Agreed to,None,39,203,0,3,177,4,0,7,0,0,0,0,
R,114,1st,59,H RES 78,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 527) Small Business Regulatory Flexibility Improvements Act of 2015 and providing for consideration of the bill (H.R. 50) Unfunded Mandates Information and Transparency Act of 2015.,241,0,0,4,1,174,0,13,0,0,0,0,
R,114,1st,590,H R 22,On Agreeing to the Amendment,Failed,None,7,235,0,3,153,28,0,7,0,0,0,0,
R,114,1st,591,H R 22,On Agreeing to the Amendment,Failed,None,14,227,0,4,160,21,0,7,0,0,0,0,
R,114,1st,592,H R 22,On Agreeing to the Amendment,Failed,None,11,231,0,3,149,32,0,7,0,0,0,0,
R,114,1st,593,H R 22,On Agreeing to the Amendment,Failed,None,69,173,0,3,44,137,0,7,0,0,0,0,
R,114,1st,594,H R 22,On Agreeing to the Amendment,Failed,None,172,71,0,2,0,184,0,4,0,0,0,0,
R,114,1st,595,H R 22,On Agreeing to the Amendment,Failed,None,170,72,0,3,15,168,0,5,0,0,0,0,
R,114,1st,596,H R 22,On Agreeing to the Amendment,Failed,None,17,226,0,2,152,31,0,5,0,0,0,0,
R,114,1st,597,H RES 512,On Ordering the Previous Question,Passed,Providing for further consideration of the Senate amendments to the bill (H.R. 22), the Hire More Heroes Act of 2015.,241,0,0,4,0,183,0,5,0,0,0,0,
R,114,1st,598,H RES 512,On Agreeing to the Resolution,Passed,Providing for further consideration of the Senate amendments to the bill (H.R. 22), the Hire More Heroes Act of 2015.,240,1,0,4,3,182,0,3,0,0,0,0,
R,114,1st,599,H R 22,On Agreeing to the Amendment,Failed,None,7,234,0,4,164,18,0,6,0,0,0,0,
R,114,1st,6,H RES 5,On Agreeing to the Resolution,Passed,Adopting rules for the One Hundred Fourteenth Congress,234,4,1,3,0,168,0,5,0,0,0,0,
R,114,1st,60,H RES 78,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 527) Small Business Regulatory Flexibility Improvements Act of 2015 and providing for consideration of the bill (H.R. 50) Unfunded Mandates Information and Transparency Act of 2015.,240,0,0,5,3,179,0,6,0,0,0,0,
R,114,1st,600,H R 22,On Agreeing to the Amendment,Failed,None,121,121,0,3,52,134,0,2,0,0,0,0,
R,114,1st,601,H R 22,On Agreeing to the Amendment,Agreed to,None,225,17,0,3,23,163,0,2,0,0,0,0,
R,114,1st,602,H R 22,On Agreeing to the Amendment,Failed,None,188,54,0,3,0,184,0,4,0,0,0,0,
R,114,1st,603,H R 22,On Agreeing to the Amendment,Failed,None,113,130,0,2,3,183,0,2,0,0,0,0,
R,114,1st,604,H R 22,On Agreeing to the Amendment,Failed,None,13,230,0,2,168,18,0,2,0,0,0,0,
R,114,1st,605,H R 22,On Agreeing to the Amendment,Failed,None,193,49,0,3,7,179,0,2,0,0,0,0,
R,114,1st,606,H R 22,On Agreeing to the Amendment,Failed,None,118,124,0,3,0,186,0,2,0,0,0,0,
R,114,1st,607,H R 22,On Agreeing to the Amendment,Failed,None,121,121,0,3,0,182,0,6,0,0,0,0,
R,114,1st,608,H R 22,On Agreeing to the Amendment,Failed,None,116,127,0,2,1,182,0,5,0,0,0,0,
R,114,1st,609,H R 22,On Agreeing to the Amendment,Failed,None,123,120,0,2,1,182,0,5,0,0,0,0,
R,114,1st,61,H R 50,On Agreeing to the Amendment,Failed,None,1,241,0,3,178,4,0,6,0,0,0,0,
R,114,1st,610,H R 22,On Agreeing to the Amendment,Failed,None,115,126,0,4,1,182,0,5,0,0,0,0,
R,114,1st,611,H R 22,On Agreeing to the Amendment,Failed,None,116,127,0,2,1,181,0,6,0,0,0,0,
R,114,1st,612,H R 22,On Agreeing to the Amendment,Failed,None,114,129,0,2,0,185,0,3,0,0,0,0,
R,114,1st,613,H R 22,On Agreeing to the Amendment,Failed,None,114,129,0,2,1,184,0,3,0,0,0,0,
R,114,1st,614,H R 22,On Agreeing to the Amendment,Failed,None,179,63,0,3,4,181,0,3,0,0,0,0,
R,114,1st,615,H R 22,On Agreeing to the Amendment,Failed,None,133,110,0,2,0,185,0,3,0,0,0,0,
R,114,1st,616,H R 22,On Agreeing to the Amendment,Failed,None,128,114,0,3,1,184,0,3,0,0,0,0,
R,114,1st,617,H R 22,On Agreeing to the Amendment,Agreed to,None,232,11,0,2,4,181,0,3,0,0,0,0,
R,114,1st,618,S 1356,On Motion to Suspend the Rules and Pass, as Amended,Passed,To clarify that certain provisions of the Border Patrol Agent Pay Reform Act of 2014 will not take effect until after the Director of the Office of Personnel Management promulgates and makes effective regulations relating to such provisions,235,9,0,1,135,49,0,4,0,0,0,0,
R,114,1st,619,H R 22,On Agreeing to the Amendment,Failed,None,2,242,0,1,174,9,0,5,0,0,0,0,
R,114,1st,62,H R 50,On Agreeing to the Amendment,Failed,None,0,240,0,5,173,9,0,6,0,0,0,0,
R,114,1st,620,H R 22,On Agreeing to the Amendment,Agreed to,None,234,7,0,4,12,171,0,5,0,0,0,0,
R,114,1st,621,H R 22,On Agreeing to the Amendment,Agreed to,None,229,15,0,1,6,177,0,5,0,0,0,0,
R,114,1st,622,H R 22,On Agreeing to the Amendment,Agreed to,None,241,2,0,2,113,70,0,5,0,0,0,0,
R,114,1st,623,H R 22,On Agreeing to the Amendments En gros,Passed,Hire More Heroes Act,186,58,0,1,177,6,0,5,0,0,0,0,
R,114,1st,624,H R 22,On Motion to go to Conference,Passed,Hire More Heroes Act,191,52,0,2,180,2,0,6,0,0,0,0,
R,114,1st,625,H R 22,On Motion to Instruct Conferees,Failed,Developing a Reliable and Innovative Vision for the Economy Act or the DRIVE Act,0,239,0,6,179,0,0,9,0,0,0,0,
R,114,1st,626,H R 308,On Motion to Suspend the Rules and Pass,Failed,Keep the Promise Act of 2015,231,8,0,6,32,138,0,18,0,0,0,0,
R,114,1st,627,H R 1338,On Motion to Suspend the Rules and Pass, as Amended,Passed,Dignified Interment of Our Veterans Act of 2015,237,0,0,8,172,0,0,16,0,0,0,0,
R,114,1st,629,H RES 526,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 1737, the Reforming CFPB Indirect Auto Financing Guidance Act; providing for consideration of H.R. 511, the Tribal Labor Sovereignty Act of 2015; and for other purposes,243,0,0,2,2,178,0,8,0,0,0,0,
R,114,1st,63,H R 50,On Motion to Recommit with Instructions,Failed,Unfunded Mandates Information and Transparency Act of 2015,2,239,0,4,182,0,0,6,0,0,0,0,
R,114,1st,630,H RES 526,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 1737, the Reforming CFPB Indirect Auto Financing Guidance Act; providing for consideration of H.R. 511, the Tribal Labor Sovereignty Act of 2015; and for other purposes,243,1,0,1,0,180,0,8,0,0,0,0,
R,114,1st,631,H R 1694,On Motion to Suspend the Rules and Pass,Passed,Fairness to Veterans for infrastructure Investment Act of 2015,239,2,0,4,46,136,0,6,0,0,0,0,
R,114,1st,632,H R 3114,On Motion to Suspend the Rules and Pass, as Amended,Passed,To provide funds to the Army Corps of Engineers to hire veterans and members of the Armed Forces to assist the Corps with curation and historic preservation activities, and for other purposes,241,3,0,1,181,0,0,7,0,0,0,0,
R,114,1st,633,H R 511,On Passage,Passed,Tribal Labor Sovereignty Act of 2015,225,18,0,2,24,159,0,5,0,0,0,0,
R,114,1st,634,H RES 529,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 1210) Portfolio Lending and Mortgage Access Act; providing for consideration of the bill (H.R. 3189) Fed Oversight Reform and Modernization Act; and providing for proceedings during the period from November 20,2015, through November 27, 2015,243,0,0,2,0,184,0,4,0,0,0,0,
R,114,1st,635,H R 1210,On Motion to Recommit with Instructions,Failed,Portfolio Lending and Mortgage Access Act,2,241,0,2,182,1,0,5,0,0,0,0,
R,114,1st,636,H R 1210,On Passage,Passed,Portfolio Lending and Mortgage Access Act,243,1,0,1,12,173,0,3,0,0,0,0,
R,114,1st,637,H R 1737,On Passage,Passed,Reforming CFPB Indirect Auto Financing Guidance Act,244,0,0,1,88,96,0,4,0,0,0,0,
R,114,1st,638,H RES 531,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 4038, the American Security Against Foreign Enemies (American SAFE) Act of 2015,243,0,0,2,0,182,0,6,0,0,0,0,
R,114,1st,639,H RES 531,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 4038, the American Security Against Foreign Enemies (American SAFE) Act of 2015,242,2,0,1,0,181,0,7,0,0,0,0,
R,114,1st,64,H R 50,On Passage,Passed,Unfunded Mandates Information and Transparency Act of 2015,241,0,0,4,9,173,0,6,0,0,0,0,
R,114,1st,640,H R 3189,On Motion to Recommit with Instructions,Failed,Fed Oversight Reform and Modernization (FORM) Act of 2015,1,241,0,3,181,1,0,6,0,0,0,0,
R,114,1st,641,H R 3189,On Passage,Passed,Fed Oversight Reform and Modernization (FORM) Act of 2015,239,5,0,1,2,180,0,6,0,0,0,0,
R,114,1st,642,H R 4038,On Motion to Recommit with Instructions,Failed,American Security Against Foreign Enemies Act,0,243,0,2,180,1,0,7,0,0,0,0,
R,114,1st,643,H R 4038,On Passage,Passed,American Security Against Foreign Enemies Act,242,2,0,2,47,135,0,6,0,0,0,0,
R,114,1st,644,H R 2288,On Motion to Suspend the Rules and Pass, as Amended,Passed,To remove the use restrictions on certain land transferred to Rockingham County, Virginia, and for other purposes,234,0,0,11,173,0,0,15,0,0,0,0,
R,114,1st,645,H R 2270,On Motion to Suspend the Rules and Pass, as Amended,Passed,Billy Frank Jr. Tell Your Story Act,236,2,0,7,177,0,0,11,0,0,0,0,
R,114,1st,648,S 1170,On Motion to Suspend the Rules and Pass,Passed,Breast Cancer Research Stamp Reauthorization Act,241,1,0,3,181,0,0,7,0,0,0,0,
R,114,1st,649,H R 4127,On Motion to Suspend the Rules and Pass,Passed,Intelligence Authorization Act for Fiscal Year 2016,220,22,0,3,144,36,0,8,0,0,0,0,
R,114,1st,65,H R 527,On Agreeing to the Amendment,Failed,None,3,234,0,8,181,0,0,7,0,0,0,0,
R,114,1st,652,H R 644,On Motion To Go To Conference,Passed,Trade Facilitation and Trade Enforcement Act of 2015,234,6,0,5,18,164,0,6,0,0,0,0,
R,114,1st,653,H RES 542,On Ordering the Previous Question,Passed,Providing for further consideration of H.R. 8, the North American Energy Security and Infrastructure Act of 2015; providing for consideration of the conference report to accompany S. 1177, to reauthorize the Elementary and Secondary Education Act of 1965 to ensure that every child achieves,242,0,0,3,1,177,0,10,0,0,0,0,
R,114,1st,654,H RES 542,On Agreeing to the Resolution,Passed,Providing for further consideration of H.R. 8, the North American Energy Security and Infrastructure Act of 2015; providing for consideration of the conference report to accompany S. 1177, to reauthorize the Elementary and Secondary Education Act of 1965 to ensure that every child achieves,239,1,0,5,1,180,0,7,0,0,0,0,
R,114,1st,655,H R 644,On Motion to Instruct Conferees,Failed,Trade Facilitation and Trade Enforcement Act of 2015,17,226,0,2,176,6,0,6,0,0,0,0,
R,114,1st,656,H R 8,On Agreeing to the Amendment,Agreed to,None,241,1,0,3,5,176,0,7,0,0,0,0,
R,114,1st,657,H R 8,On Agreeing to the Amendment,Failed,None,9,233,0,3,170,11,0,7,0,0,0,0,
R,114,1st,658,H R 8,On Agreeing to the Amendment,Agreed to,None,236,4,0,5,27,154,0,7,0,0,0,0,
R,114,1st,659,H R 8,On Agreeing to the Amendment,Failed,None,7,235,0,3,165,11,0,12,0,0,0,0,
R,114,1st,66,H R 527,On Agreeing to the Amendment,Failed,None,0,240,0,5,172,8,0,8,0,0,0,0,
R,114,1st,660,H R 8,On Agreeing to the Amendment,Failed,None,12,229,0,4,171,10,0,7,0,0,0,0,
R,114,1st,661,H R 8,On Agreeing to the Amendment,Failed,None,18,224,0,3,180,0,0,8,0,0,0,0,
R,114,1st,662,H R 8,On Agreeing to the Amendment,Failed,None,2,241,0,2,173,6,0,9,0,0,0,0,
R,114,1st,663,H R 8,On Agreeing to the Amendment,Failed,None,25,216,0,4,181,0,0,7,0,0,0,0,
R,114,1st,664,H R 8,On Agreeing to the Amendment,Agreed to,None,235,7,0,3,20,161,0,7,0,0,0,0,
R,114,1st,665,S 1177,On Agreeing to the Conference Report,Passed,To reauthorize the Elementary and Secondary Education Act of 1965 to ensure that every child achieves,178,64,0,3,181,0,0,7,0,0,0,0,
R,114,1st,666,H RES 546,On Ordering the Previous Question,Passed,Providing for consideration of the conference report to accompany H.R. 22, to authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes,242,0,0,3,1,179,0,8,0,0,0,0,
